Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,128GB 6GB RAM,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K61',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k61-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 39, 40'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, February 18'","b'Available. Released 2020, April 27'",b'164.5 x 77.5 x 8.4 mm (6.48 x 3.05 x 0.33 in)',b'191 g (6.74 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.53 inches, 105.2 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'16 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspotorWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DNLA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Titanium, White, Blue'","b'LMQ630EAW, LM-Q630EAW, LM-Q630'",b'$\xe2\x80\x89229.99 / \xe2\x82\xac\xe2\x80\x89149.00 / \xc2\xa3\xe2\x80\x89232.91',,,"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 118\xcb\x9a, (ultrawide) 2 MP, f/2.4, (macro) 5 MP, f/2.4, (depth)'",,,,,,,,b'Scratch-resistant glass',,,,,,,,,,,,,,,b'$\xe2\x80\x89229.99',,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K51S',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k51s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28, 38'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, February 18'","b'Available. Released 2020, April 27'",b'165.2 x 76.7 x 8.3 mm (6.50 x 3.02 x 0.33 in)',b'194.5 g (6.88 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.55 inches, 93.6 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~282 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'13 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspotorWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Titanium, Pink, Blue, Red'","b'LMK510EMW, LM-K510EMW, LM-K510'",b'$\xe2\x80\x89189.99 / \xe2\x82\xac\xe2\x80\x89139.00 / \xc2\xa3\xe2\x80\x89191.03',,,"b'32 MP, (wide), PDAF 5 MP, f/2.2, 115\xcb\x9a, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,b'eMMC 5.1',,,b'$\xe2\x80\x89189.99',,b'Scratch-resistant glass',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K41S',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k41ss.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, February 18'","b'Available. Released 2020, April 27'",b'165.8 x 76.5 x 8.3 mm (6.53 x 3.01 x 0.33 in)',b'191.7 g (6.77 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.55 inches, 103.6 cm2 (~81.7% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~268 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Titanium, Black, White'","b'LMK410EMW, LM-K410EMW, LM-K410'",b'\xe2\x82\xac\xe2\x80\x89109.00 / \xc2\xa3\xe2\x80\x8997.36',,,"b'13 MP, f/2.0, 28mm (wide), PDAF 5 MP, f/2.2, 115\xcb\x9a, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,b'eMMC 5.1',,,,,b'Scratch-resistant glass',,,,,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89109.00',,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G Pad 5 10.1',b'https://fdn2.gsmarena.com/vv/bigpic/lg-gpad-5-101-lmt600l.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, October'","b'Available. Released 2019, November'",b'247.2 x 150.7 x 8 mm (9.73 x 5.93 x 0.31 in)',b'498 g (1.10 lb)',b'Nano-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~79.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~224 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (dedicated slot)',b'32GB 4GB RAM',b'UFS 2.0',,,"b'4K@30fps, 1080p@30fps'","b'8 MP, AF'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer'","b'Li-Po 8200 mAh, non-removable'",b'Silver',"b'LM-T600L, T600L'",b'About 340 EUR',,,,b'Fast charging 1W',,,,,,"b'Glass front, aluminum back, aluminum frame'",,,b'1.10 W/kg (body)',,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V50S ThinQ 5G',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g8x-thinq.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat19 1600/75 Mbps, 5G (2+ Gbps DL)'","b'2019, October'","b'Available. Released 2019, October'",b'159.3 x 75.8 x 8.4 mm (6.27 x 2.98 x 0.33 in)',b'192 g (6.77 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.4 inches, 100.5 cm2 (~83.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'Android 9.0 (Pie), LG UX 9.0'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (uses shared SIM slot) - dual-SIM model',b'256GB 8GB RAM',b'CDMA 800 / 1900',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., gyro-EIS'","b'32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'4K@30fps, gyro-EIS'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4000 mAh, non-removable'",b'Aurora Black',b'LM-V510N',b'About 1100 EUR',"b'12 MP, f/1.8, 27mm (standard), 1/2.55"", 1.4\xc2\xb5m, Dual pixel PDAF, OIS 13 MP, f/2.4, 9mm (ultrawide), 1/3.4"", 1.0\xc2\xb5m'",b'41 NSA',,b'Fast charging 21W Quick Charge 4.0 USB Power Delivery 2.0 Wireless charging 9W',,b'CDMA2000 1xEV-DO',b'32-bit/192kHz audio 24-bit/192kHz audio recording Tuned by Meridian Audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G8X ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g8x-thinq.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat20 1960/75 Mbps'","b'2019, September 06'","b'Available. Released 2019, November 01'",b'159.3 x 75.8 x 8.4 mm (6.27 x 2.98 x 0.33 in)',b'192 g (6.77 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.4 inches, 100.5 cm2 (~83.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, LG UX 10.0'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (uses shared SIM slot) - dual-SIM model',b'128GB 6GB RAM',b'CDMA 800 / 1900',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., gyro-EIS'","b'32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'4K@30fps, gyro-EIS'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4000 mAh, non-removable'",b'New Aurora Black',b'LMG850EMW',"b'$\xe2\x80\x89198.95 / \xe2\x82\xac\xe2\x80\x89741.93 / \xc2\xa3\xe2\x80\x89599.99 / \xe2\x82\xb9\xe2\x80\x8928,989'","b'12 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, Dual pixel PDAF, OIS 13 MP, f/2.4, 9mm (ultrawide), 1.0\xc2\xb5m'",,,b'Fast charging 21W Quick Charge 4.0 USB Power Delivery 2.0 Wireless charging 9W',b'$\xe2\x80\x89198.95',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',b'32-bit/192kHz audio 24-bit/192kHz audio recording Tuned by Meridian Audio',,,"b'Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 6',b'HDR',,"b'AnTuTu: 339726 (v7), 411980 (v8) GeekBench: 11251 (v4.4), 2870 (v5.1) GFXBench: 38fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-24.9 LUFS (Very good)',b'Endurance rating 111h',,,,,,,,,,b'Noise -93.2dB / Crosstalk -93.4dB',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q70',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q70.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'2, 3, 4, 5, 7, 12, 13, 20, 66 - Verizon'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2019, September 28'","b'Available. Released 2019, October'",b'162.1 x 76.8 x 8.3 mm (6.38 x 3.02 x 0.33 in)',b'198 g (6.98 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 101.4 cm2 (~81.4% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',"b'Android 9.0 (Pie), upgradable to Android 10, LG UX 9'",b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',b'Adreno 612',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'CDMA 800 / 1900',,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'16 MP, f/1.9, 26mm (wide), 1/2.8"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Mirror Black',"b'LM-Q730N, LMQ620WA, LM-Q620WA, LM-Q620VAB, LMQ620VAB, LM-Q730'",b'About 320 EUR',,,,b'Fast charging 15W Quick Charge 3.0',,b'CDMA2000 1xEV-DO',b'32-bit/192kHz audio',,,"b'Glass front (Gorilla Glass), glass back, aluminum frame'",b'Corning Gorilla Glass',b'HDR',,,,,,,,,,,,,,,,,"b'32 MP, f/1.8, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m, PDAF 13 MP, f/2.2, 13mm (ultrawide) 5 MP, f/2.4, (depth) or 32 MP, f/1.8, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K30 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k30-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, August'","b'Available. Released 2019, September'",b'146.9 x 71.5 x 8.5 mm (5.78 x 2.81 x 0.33 in)',b'148 g (5.22 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~73.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12\xc2\xb5m, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LM-X320EMW, LMX320EMW'",b'About 140 EUR',,,,,,b'eMMC 5.1',,,,"b'Glass front, plastic back, plastic frame'",,b'LED flash',,,,,,,,,,,,,"b'5 MP, f/2.2, 24mm (wide), 1/5"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K20 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k20-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, August'","b'Available. Released 2019, September'",b'148.6 x 71.9 x 8.3 mm (5.85 x 2.83 x 0.33 in)',b'152 g (5.36 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~71.7% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~197 ppi density)'",b'Android 9.0 Pie (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12\xc2\xb5m, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LM-X120EMW, LMX120EMW, LM-X120'",b'About 100 EUR',,,,,,b'eMMC 5.1',,,,"b'Glass front, plastic back, plastic frame'",,b'LED flash',,,,,,,,,,,,,"b'5 MP, f/2.2, 24mm (wide), 1/5"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K40S',b'https://fdn2.gsmarena.com/vv/bigpic/kg-k40s-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, August'","b'Available. Released 2019, September'",b'156.3 x 73.9 x 8.6 mm (6.15 x 2.91 x 0.34 in)',b'186 g (6.56 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 92.9 cm2 (~80.4% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~276 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM'",b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/region dependent)',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3500 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LMX430HM, LM-X430'",b'About 160 EUR',"b'13 MP, f/2.2, 26mm (wide), PDAF 5 MP, (ultrawide)'",,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K50S',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k50s-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, August'","b'Available. Released 2019, September'",b'165.8 x 77.5 x 8.2 mm (6.53 x 3.05 x 0.32 in)',b'194 g (6.84 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 105.5 cm2 (~82.1% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~259 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'13 MP, f/2.2, 26mm (wide), PDAF 5 MP, f/2.2, 115\xcb\x9a (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/region dependent)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LMX540HM, LM-X540, LM-X540BMW, LMX540BMW'",b'About 200 EUR',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
