Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm,256GB 12GB RAM,256GB 8GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
b'oppo',b'Oppo A32',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a32.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 10'","b'Available. Released 2020, September 10'",b'163.9 x 75.1 x 8.4 mm (6.45 x 2.96 x 0.33 in)',b'186 g (6.56 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM4250 Snapdragon 460 (11 nm)',b'Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'128GB 4GB RAM, 128GB 8GB RAM'","b'8 MP, f/2.0, (wide)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Mint Green, Electric Black, Fancy Blue'",b'CDMA 800 & TD-SCDMA',b'UFS 2.1',,,,,,,,,,b'About 150 EUR',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,b'Fast charging 18W',b'PDVM00',,,,b'HDR',,,,,b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.97 W/kg (body)',,,"b'13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A53',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a53-2020.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, August 20'","b'Available. Released 2020, August 25'",b'163.9 x 75.1 x 8.4 mm (6.45 x 2.96 x 0.33 in)',b'186 g (6.56 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.5 inches, 102.0 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM4250 Snapdragon 460 (11 nm)',b'Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Fairy White, Electric Black, Fancy Blue'",b'UFS 2.1',,,,,,,,,,,"b'$\xe2\x80\x89319.00 / \xe2\x82\xac\xe2\x80\x89187.00 / \xc2\xa3\xe2\x80\x89149.99 / \xe2\x82\xb9\xe2\x80\x8912,989'","b'1, 3, 5, 8, 38, 40, 41'",,b'Fast charging 18W',b'CPH2127',b'$\xe2\x80\x89319.00',,,b'HDR',,,b'Corning Gorilla Glass 3',,b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.97 W/kg (body)',,,"b'13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8915,490'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Watch',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-watch.jpg',b'HSPA / LTE',b'N/A',b'HSDPA 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, March 06'","b'Available. Released 2020, March 24'",b'46 x 39 x 11.4 mm (1.81 x 1.54 x 0.45 in)',b'40 g (aluminum) / 45.5 g (stainless steel) (1.41 oz)',b'eSIM',b'AMOLED flexible',"b'1.91 inches, 11.6 cm2 (~64.7% screen-to-body ratio)'",b'402 x 476 pixels (~326 ppi density)',b'Android Wear OS - InternationalColorOS Watch OS - China',b'Qualcomm Snapdragon Wear 3100 (28 nm) - InternationalQualcomm MSM8909W Snapdragon Wear 2500 (28nm) - China',b'Quad-core 1.09 GHz Cortex-A7',b'Adreno 304',b'No',b'8GB 1GB RAM',,,,,,b'Yes',b'No',b'Wi-Fi 802.11 b/g/n',"b'4.2, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',b'No',"b'Accelerometer, gyro, heart rate, compass, barometer'","b'Li-Ion 430 mAh, non-removable'",,,"b'Black, Glossy Gold, Pink Gold, Silver Mist'","b'1, 3, 5, 8, 38, 39, 40, 41 - China'",b'5ATM water resistant (46mm model) 3ATM water resistant (41mm model)',,,,,,,,,b'No',b'$\xe2\x80\x89440.33 / \xe2\x82\xac\xe2\x80\x89234.60',"b'1, 3, 7, 8, 20, 38 - International'",,,,,,"b'Glass front, stainless steel frame or aluminum frame, ceramic/sapphire crystal back or plastic back'",,,,"b'Schott Glass (46mm), Corning Gorilla Glass (41mm)'",,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89440.33',,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo K7x',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-k7x.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, November 04'","b'Available. Released 2020, November 11'",b'162.2 x 75.1 x 9.1 mm (6.39 x 2.96 x 0.36 in)',b'194 g (6.84 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, 90Hz, 480 nits (typ), 600 nits (peak)'","b'6.5 inches, 102.0 cm2 (~83.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7.2'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'No',b'128GB 6GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Blue, Black'",b'CDMA 800',b'CDMA2000 1xEV-DO',,,,,,,,,b'24-bit/192kHz audio',b'About 190 EUR',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'48 MP, f/1.7, 25mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Fast charging 30W, 100% in 65 min (advertised) Reverse charging'",b'PERM00',,,,b'HDR',,"b'1, 41, 77, 78 SA/NSA'",b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno4 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, July 31'","b'Available. Released 2020, August 05'",b'160.2 x 73.2 x 7.7 mm (6.31 x 2.88 x 0.30 in)',b'161 g (5.68 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, 90Hz, HDR10, 500 nits (typ)'","b'6.5 inches, 103.5 cm2 (~88.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM7125 Snapdragon 720G (8 nm)',b'Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)',b'Adreno 618',b'microSDXC (dedicated slot)',"b'128GB 8GB RAM, 256GB 8GB RAM'","b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'",,"b'1080p@30/120fps, gyro-EIS'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS, GNSS'",b'Yes (market/region dependent)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Starry Night, Silky White'","b'HSDPA 850 / 900 / 2100 - Asia Pacific, China'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - China'",,,,,,,,,b'UFS 2.1',"b'$\xe2\x80\x89565.00 / \xc2\xa3\xe2\x80\x89489.99 / \xe2\x82\xb9\xe2\x80\x8934,990'","b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - International'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Fast charging 65W, 60% in 15 min, 100% in 36 min (advertised) SuperVOOC 2.0'",b'CPH2109',,,"b'Glass front (Gorilla Glass 5), plastic frame, plastic back'",b'HDR',,,b'Corning Gorilla Glass 5',,,,,,,,,,b'$\xe2\x80\x89565.00',,,,,b'AnTuTu: 261359 (v8) GeekBench: 1781 (v5.1) GFXBench: 15fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-28.8 LUFS (Average)',,b'Endurance rating 96h',,,,,,,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89489.99',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno4',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, July 29'","b'Available. Released 2020, August 05'",b'160.3 x 73.9 x 7.7 mm (6.31 x 2.91 x 0.30 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, 430 nits (typ)'","b'6.4 inches, 98.9 cm2 (~83.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM7125 Snapdragon 720G (8 nm)',b'Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)',b'Adreno 618',b'microSDXC (dedicated slot)',b'128GB 8GB RAM',"b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4015 mAh, non-removable'",,,"b'Galactic Blue, Space Black'",b'UFS 2.1',,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89299.99',"b'1, 3, 5, 7, 8, 38, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'",b'CPH2113',,,"b'Glass front, plastic frame, plastic back'",b'HDR',,,,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89299.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A72 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a72-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, July 27'","b'Available. Released 2020, July 31'",b'162.2 x 75 x 7.9 mm (6.39 x 2.95 x 0.31 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7.2'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'No',"b'128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'","b'8 MP, f/2.0, (wide)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",,b'1080p@30fps; gyro-EIS',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4040 mAh, non-removable'",,,"b'Black, Purple, Neon'",b'CDMA 800',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'About 230 EUR',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'",,b'Fast charging 18W',b'PDYM20',,,,b'HDR',,"b'1, 41, 77, 78, 79 SA/NSA'",,,,,,"b'16 MP, f/2.2, (wide), PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A12s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a11k.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, July 14'","b'Available. Released 2020, July 26'",b'155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.2 inches, 95.9 cm2 (~81.5% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'5 MP, f/2.4, 1/5"", 1.12\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4230 mAh, non-removable'",,,"b'Deep Blue, Flowing Silver'",b'eMMC 5.1',,,,,,,,,,,b'About 120 EUR',"b'1, 3, 5, 8, 38, 40, 41'",,b'Charging 10W',,,,"b'Glass front, plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',"b'13 MP, f/2.2, (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno4 Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4-pro-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps'","b'2020, June 05'","b'Available. Released 2020, June 12'",b'159.6 x 72.5 x 7.6 mm (6.28 x 2.85 x 0.30 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 90Hz, HDR10+, 500 nits (typ)'","b'6.55 inches, 103.6 cm2 (~89.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 8GB RAM, 256GB 12GB RAM'","b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS, HDR'",,"b'1080p@30fps, gyro-EIS'","b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Galactic Blue, Space Black, White, Pink, Green'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'$\xe2\x80\x89679.99 / \xe2\x82\xac\xe2\x80\x89569.00 / \xc2\xa3\xe2\x80\x89551.70',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42, 66 - International'",,"b'Fast charging 65W, 60% in 15 min, 100% in 36 min (advertised) SuperVOOC 2.0'","b'PDNM00, PDNT00, CPH2089'",,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - International'",b'Corning Gorilla Glass 5',,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF, OIS 13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, PDAF, 2x optical zoom 12 MP, f/2.2, 120\xcb\x9a (ultrawide), 1/2.43"", 1.4\xc2\xb5m, AF'",,,,,b'$\xe2\x80\x89679.99',,,,,b'AnTuTu: 317139 (v8) GeekBench: 1805 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-24.8 LUFS (Very good)',,b'Endurance rating 91h',,,,,,,,,,,,,,,"b'$\xe2\x80\x891,033.35'",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno4 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps'","b'2020, June 05'","b'Available. Released 2020, June 12'",b'159.3 x 74 x 7.8 mm (6.27 x 2.91 x 0.31 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 430 nits (typ)'","b'6.43 inches, 99.8 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~409 ppi density)'","b'Android 10, ColorOS 7.2'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR'",,"b'1080p@30fps, gyro-EIS'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Galactic Blue, Space Black, Purple'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'$\xe2\x80\x89549.59 / \xe2\x82\xac\xe2\x80\x89429.00 / \xc2\xa3\xe2\x80\x89349.00',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 66 - International'",,"b'Fast charging 65W, 60% in 15 min, 100% in 36 min (advertised) SuperVOOC 2.0'","b'PDPM00, PDPT00, CPH2091'",,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 3), aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - International'",b'Corning Gorilla Glass 5',"b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,,b'$\xe2\x80\x89649.00',,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89619.99',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
