Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time
b'honor',b'Honor 20 lite',b'https://fdn2.gsmarena.com/vv/bigpic/honor-20-lite.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)',b'164 g (5.78 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",,"b'24 MP, f/1.8, PDAF 8 MP, f/2.4, 120\xcb\x9a(ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Phantom Blue, Phantom Red, Magic Night Black'",,b'HRY-LX1T',b'$\xe2\x80\x89219.99 / \xe2\x82\xac\xe2\x80\x89159.99 / \xc2\xa3\xe2\x80\x89199.99',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,b'$\xe2\x80\x89429.00',,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 20i',b'https://fdn2.gsmarena.com/vv/bigpic/honor-20i.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)',b'164 g (5.78 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM'",,"b'24 MP, f/1.8, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Gradient Blue, Gradient red, Magic Night Black'",,"b'HRY-TL00T, HRY-AL00TA, HRY-AL00Ta'",b'About 210 EUR',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 8A Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-8a-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3020 mAh, non-removable'",,"b'Black, Blue, Red, Gold'",,"b'JAT-L41, JAT-LX1, JAT-LX3'",b'About 200 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Tab 5',b'https://fdn2.gsmarena.com/vv/bigpic/honor-tab-5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in)',b'310 g (10.93 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~74.4% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~283 ppi density)'",,"b'Android 9.0 (Pie), Magic 2'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC',"b'32GB 3GB RAM, 64GB 4GB RAM'",,,b'HDR',b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS (LTE model), GLONASS, BDS'",b'No',,b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 5100 mAh, non-removable'",b'Charging 10W',"b'Silver, Blue'",,b'JDN2-W09HN',b'About 200 EUR',,"b'8 MP, f/2.0, AF'",,,,,,,,,,"b'8 MP, f/2.0'",,b'Scratch-resistant glass',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor View 20',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-20-ofic.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, December'","b'Available. Released 2018, December'",b'156.9 x 75.4 x 8.1 mm (6.18 x 2.97 x 0.32 in)',b'180 g (6.35 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 101.4 cm2 (~85.7% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',b'UFS 2.1',"b'Android 9.0 (Pie), Magic UI 2'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",,,"b'Panorama, HDR, LED flash'","b'4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF TOF 3D, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 22.5W, 55% in 30 min (advertised) - for Global market Fast charging 18W - India only'","b'Saphire Blue, Phantom Blue, Phantom Red, Midnight Black'",,"b'PCT-AL10, PCT-TL10, PCT-L29'",b'$\xe2\x80\x89699.00 / \xe2\x82\xac\xe2\x80\x89391.01 / \xc2\xa3\xe2\x80\x89239.97',,"b'25 MP, f/2.0, 27mm'",b'AnTuTu: 275413 (v7)GeekBench: 9530 (v4.4)GFXBench: 28fps (ES 3.1 onscreen)',"b'Contrast ratio: Infinite (1313), 3.597 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 74dB / Ring 82dB',b'Endurance rating 96h',,,"b'Glass front, glass back, aluminum frame'",,,,b'Yes',,b'$\xe2\x80\x89989.00',,b'$\xe2\x80\x89699.00',b'Noise -93.1dB / Crosstalk -64.5dB',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Magic 2 3D',b'https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-3d.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9 or Magic UI 2'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'",b'Graphene-based heatpipe',"b'16 MP, f/1.8, PDAF 16 MP, f/2.2 24 MP B/W, f/1.8'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps, 720p@480fps'","b'Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m Manual pop-up TOF 3D, (depth/biometrics sensor) Manual pop-up 2 MP, f/2.4, depth sensor'",b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Fast charging 40W, 50% in 15 min, 85% in 30 min (advertised)'","b'Gradient Black, Gradient Red, Gradient Blue'",b'',,b'About 600 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Magic 2',b'https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2018, October'","b'Available. Released 2018, November'",b'157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9 or Magic UI 2'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 2.1',"b'16 MP, f/1.8, PDAF 16 MP, f/2.2 24 MP B/W, f/1.8'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps, 720p@480fps'",,b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Fast charging 40W, 50% in 15 min, 85% in 30 min (advertised)'","b'Gradient Black, Gradient Red, Gradient Blue'",,b'TNY-AL00',b'About 550 EUR',,,"b'AnTuTu: 274466 (v7), 391467 (v8) GeekBench: 9887 (v4.4) GFXBench: 26fps (ES 3.1 onscreen)'","b'Contrast ratio: Infinite (nominal), 4.010 (sunlight)'",b'Photo / Video',b'Voice 72dB / Noise 73dB / Ring 85dB',b'Endurance rating 89h',,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,b'Noise -93.4dB / Crosstalk -61.3dB',,"b'Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m Manual pop-up 2 MP, f/2.4, depth sensor Manual pop-up 2 MP, f/2.4, depth sensor'",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Play 8A',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-8a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2019, January'","b'Available. Released 2019, January'",b'156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3020 mAh, non-removable'",,"b'Black, Blue, Gold, Red'",,"b'JAT-L09, JAT-L29, JAT-AL00, JAT-TL00'",b'About 100 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 10 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-lite.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, November'","b'Available. Released 2018, November'",b'154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 3GB RAM, 128GB 6GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',"b'13 MP, f/1.8, 26mm (wide), PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot - GlobalWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot - China'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market dependent)',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Sky Blue, Sapphire Blue, White, Red'",,"b'HRY-LX1, HRY-LX1MEB, HRY-LX2, HRY-AL00a, HRY-AL00, HRY-TL00'","b'$\xe2\x80\x89149.99 / \xe2\x82\xac\xe2\x80\x89162.99 / \xc2\xa3\xe2\x80\x89137.99 / \xe2\x82\xb9\xe2\x80\x8918,000'",,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",,"b'Contrast ratio: 1282 (nominal), 2.497 (sunlight)'",b'Photo / Video',b'Voice 70dB / Noise 73dB / Ring 87dB',b'Endurance rating 89h',,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,b'Noise -90.2dB / Crosstalk -82.7dB',,,b'$\xe2\x80\x89228.00',b'$\xe2\x80\x89229.00',"b'\xe2\x82\xb9\xe2\x80\x8918,000'",,,,
